product_id,category,subcategory,material,color,size,season,style,price_usd,discount_percent,rating,review_count,stock_quantity,units_sold,return_rate
WC029667,Trousers,Cargo Pants,Polyester,Black,XL,Spring,Formal,83.34,5,4.2,11,30,133,0.06
WC029668,Blouses,Button-Up Blouse,Cotton,Blue,L,Autumn,Formal,31.13,25,0.0,0,53,3,0.12
WC029669,Blouses,Wrap Blouse,Cotton Blend,Black,M,Autumn,Formal,64.11,0,0.0,0,71,9,0.11
WC029670,Sweaters,Oversized Sweater,Wool,Black,M,Winter,Formal,55.8,25,3.7,14,31,165,0.1
WC029671,Coats,Puffer Coat,Wool,Black,M,Winter,Casual,70.97,0,0.0,0,50,2,0.09
WC029672,Trousers,Cargo Pants,Polyester,Blue,XXL,Autumn,Minimalist,62.11,40,0.0,0,64,54,0.07
WC029673,Trousers,Tailored Trousers,Cotton,White,S,All Season,Formal,65.76,20,4.7,10,81,158,0.12
WC029674,Sweaters,Oversized Sweater,Cotton,Black,M,Winter,Elegant,43.01,50,4.4,4,18,223,0.11
WC029675,Trousers,Tailored Trousers,Cotton Blend,Black,S,Spring,Formal,57.55,15,4.2,6,34,95,0.08
WC029676,Blouses,Button-Up Blouse,Cotton Blend,Black,S,Winter,Minimalist,22.96,30,3.7,2,2,24,0.1
WC029677,Tops,Bodysuit,Cotton,Beige,XS,Spring,Streetwear,43.73,20,4.8,18,2,207,0.13
WC029678,Activewear,Leggings,Polyester,Navy,S,Autumn,Sporty,48.79,10,0.0,0,71,6,0.07
WC029679,Dresses,Shirt Dress,Viscose,Blue,XL,Summer,Bohemian,111.34,0,0.0,0,31,4,0.14
WC029680,Loungewear,Sleep Shirt,Cotton Blend,Gray,L,Summer,Casual,47.91,0,4.1,5,4,65,0.11
WC029681,Tops,Bodysuit,Cotton,White,L,Autumn,Elegant,31.43,5,4.3,46,34,741,0.12
WC029682,Jeans,Bootcut Jeans,Denim,Purple,M,Summer,Streetwear,36.8,5,4.9,21,37,297,0.13
WC029683,Jumpsuits,Evening Jumpsuit,Polyester,Brown,L,All Season,Streetwear,63.13,0,5.0,3,4,80,0.1
WC029684,Sweaters,Crewneck Sweater,Wool,Black,XS,Autumn,Elegant,112.2,0,3.0,1,9,43,0.14
WC029685,Loungewear,Sweatpants,Polyester,Navy,M,All Season,Casual,54.89,0,4.1,7,62,93,0.11
WC029686,Tops,Bodysuit,Cotton Blend,Black,S,Summer,Streetwear,36.13,0,4.3,17,2,181,0.12
WC029687,Sweaters,Turtleneck,Wool,Black,S,Winter,Minimalist,94.22,20,4.5,1,7,43,0.1
WC029688,Sweaters,Turtleneck,Polyester Blend,Blue,L,Autumn,Bohemian,89.11,30,3.1,10,0,197,0.13
WC029689,Jeans,Wide-Leg Jeans,Denim,Beige,XXL,Spring,Formal,65.01,10,3.8,3,70,115,0.16
WC029690,Jackets,Leather Jacket,Denim,Pink,XL,Spring,Casual,73.43,30,5.0,1,5,42,0.06
WC029691,Cardigans,Long Cardigan,Cotton Blend,Black,M,Winter,Casual,64.12,0,3.7,4,2,57,0.06
WC029692,Jumpsuits,Utility Jumpsuit,Viscose,Black,S,All Season,Bohemian,72.62,20,4.3,6,15,69,0.09
WC029693,Jackets,Leather Jacket,Leather,Black,XL,Spring,Streetwear,88.03,0,3.8,7,9,130,0.07
WC029694,T-Shirts,Basic T-Shirt,Cotton,White,M,Summer,Casual,32.57,0,4.5,7,43,94,0.06
WC029695,Dresses,Shirt Dress,Cotton Blend,White,XL,Autumn,Elegant,54.99,0,0.0,0,8,29,0.14
WC029696,Dresses,Mini Dress,Cotton,Gray,XS,Winter,Business Casual,116.29,15,3.8,1,10,17,0.13
WC029697,Jeans,Skinny Jeans,Denim,Black,S,Winter,Minimalist,87.74,10,4.1,1,20,26,0.17
WC029698,Skirts,Maxi Skirt,Polyester Blend,Blue,XXL,Autumn,Streetwear,29.76,0,4.7,3,28,53,0.07
WC029699,T-Shirts,Graphic T-Shirt,Cotton,Navy,XL,Summer,Casual,33.15,30,3.7,6,19,162,0.13
WC029700,Cardigans,Long Cardigan,Polyester Blend,Brown,L,All Season,Minimalist,59.37,30,4.7,9,1,218,0.11
WC029701,Jumpsuits,Romper,Cotton,Navy,L,Autumn,Business Casual,86.66,10,5.0,6,16,126,0.1
WC029702,Loungewear,Sleep Shirt,Linen,Beige,S,All Season,Casual,76.44,0,4.1,5,3,64,0.09
WC029703,Coats,Long Coat,Wool,Black,S,Winter,Casual,92.76,0,4.2,1,45,32,0.11
WC029704,Trousers,Cargo Pants,Polyester Blend,Pink,M,Autumn,Minimalist,58.18,5,3.3,27,30,309,0.12
WC029705,Cardigans,Button-up Cardigan,Cotton Blend,Gray,M,Autumn,Business Casual,37.71,20,5.0,2,26,61,0.08
WC029706,Activewear,Leggings,Polyester Blend,Beige,M,Autumn,Sporty,58.35,0,0.0,0,38,1,0.11
WC029707,Activewear,Track Pants,Polyester,Beige,XXL,Autumn,Sporty,56.26,0,4.9,75,70,1022,0.06
WC029708,Trousers,Tailored Trousers,Polyester Blend,Beige,XXL,All Season,Business Casual,62.47,20,5.0,60,41,902,0.12
WC029709,Tops,Bodysuit,Cotton Blend,Blue,M,Spring,Minimalist,16.79,15,0.0,0,0,4,0.1
WC029710,Jackets,Blazer,Polyester,Blue,M,Spring,Business Casual,112.02,20,5.0,5,26,114,0.08
WC029711,Activewear,Sports Bra,Polyester,Purple,M,All Season,Sporty,38.62,30,4.0,1,25,20,0.06
WC029712,Coats,Trench Coat,Wool,White,L,Winter,Elegant,216.92,40,4.0,57,23,602,0.1
WC029713,Jackets,Denim Jacket,Leather,Yellow,XL,Autumn,Business Casual,59.88,50,5.0,6,73,135,0.12
WC029714,Trousers,Tailored Trousers,Cotton Blend,Black,L,Autumn,Business Casual,53.1,30,3.6,3,67,91,0.08
WC029715,Jumpsuits,Utility Jumpsuit,Polyester,White,S,Autumn,Streetwear,70.97,0,4.2,2,9,31,0.09
WC029716,Sweaters,Knit Sweater,Wool,Beige,M,Winter,Business Casual,57.75,5,4.7,1,0,34,0.1
WC029717,T-Shirts,V-Neck T-Shirt,Cotton,Black,XS,Summer,Casual,35.0,0,4.3,63,72,1742,0.06
WC029718,Tops,Long Sleeve Top,Cotton Blend,Gray,S,Autumn,Streetwear,41.4,0,0.0,0,47,0,0.0
WC029719,Blouses,Peplum Blouse,Cotton,Blue,L,Spring,Formal,35.7,10,3.9,8,8,130,0.1
WC029720,T-Shirts,V-Neck T-Shirt,Viscose,Gray,XL,Summer,Casual,15.18,0,3.8,2,0,40,0.11
WC029721,Blouses,Peplum Blouse,Cotton,Brown,L,Summer,Formal,30.48,10,3.8,2,14,30,0.09
WC029722,Sets,Matching Suit,Polyester Blend,Beige,M,Summer,Streetwear,68.12,0,0.0,0,92,66,0.1
WC029723,Tops,Long Sleeve Top,Cotton,Black,S,Autumn,Minimalist,41.18,10,0.0,0,37,12,0.13
WC029724,Sweaters,Oversized Sweater,Cotton,Navy,L,Winter,Business Casual,40.19,5,3.6,4,16,55,0.13
WC029725,Skirts,Maxi Skirt,Cotton,White,XL,Autumn,Elegant,44.08,15,3.1,5,0,110,0.12
WC029726,Tops,Long Sleeve Top,Cotton,Pink,L,Spring,Streetwear,22.71,0,4.4,8,86,168,0.09
WC029727,Jeans,Skinny Jeans,Denim,Blue,M,Autumn,Business Casual,43.37,15,5.0,1,17,16,0.13
WC029728,Tops,Bodysuit,Cotton Blend,White,L,Spring,Casual,20.99,0,3.9,3,40,90,0.07
WC029729,Jackets,Leather Jacket,Denim,White,L,Autumn,Casual,64.32,5,0.0,0,37,18,0.08
WC029730,Activewear,Sports Bra,Polyester,Beige,L,Summer,Sporty,39.81,15,4.1,3,80,128,0.09
WC029731,Jeans,Skinny Jeans,Denim,Black,M,Spring,Bohemian,51.74,25,4.3,3,81,33,0.17
WC029732,Jeans,Wide-Leg Jeans,Denim,Green,M,Autumn,Business Casual,98.11,0,0.0,0,23,28,0.12
WC029733,Coats,Long Coat,Wool,Blue,L,Autumn,Minimalist,132.19,0,0.0,0,35,1,0.1
WC029734,Dresses,Maxi Dress,Polyester Blend,Green,M,Winter,Formal,69.89,0,3.1,1,1,29,0.21
WC029735,T-Shirts,Basic T-Shirt,Cotton,Black,L,Summer,Casual,26.24,10,4.4,88,0,2110,0.09
WC029736,Tops,Crop Top,Cotton,White,S,Winter,Business Casual,41.02,30,5.0,3,12,53,0.1
WC029737,Cardigans,Cropped Cardigan,Viscose,White,XXL,Summer,Bohemian,47.84,0,0.0,0,3,3,0.12
WC029738,Tops,Bodysuit,Cotton,Black,L,Spring,Casual,19.09,0,4.5,28,146,339,0.11
WC029739,Skirts,Pleated Skirt,Polyester,Green,XS,Winter,Casual,31.0,10,4.5,3,37,39,0.08
WC029740,T-Shirts,Graphic T-Shirt,Cotton Blend,Navy,M,Summer,Casual,15.03,30,5.0,13,14,195,0.1
WC029741,T-Shirts,Graphic T-Shirt,Cotton,White,XS,All Season,Casual,19.19,10,4.4,11,40,201,0.1
WC029742,Blouses,Wrap Blouse,Cotton,Green,M,All Season,Formal,67.83,5,5.0,2,9,28,0.1
WC029743,Jeans,Skinny Jeans,Cotton Blend,Black,M,All Season,Streetwear,43.45,0,0.0,0,0,36,0.15
WC029744,Blouses,Button-Up Blouse,Cotton,Beige,S,Autumn,Formal,28.84,25,4.6,8,0,97,0.07
WC029745,Dresses,Midi Dress,Cotton,Pink,XS,Summer,Bohemian,47.17,20,4.6,3,21,74,0.1
WC029746,Trousers,Wide-Leg Trousers,Polyester,Blue,S,Autumn,Formal,76.47,0,0.0,0,25,31,0.06
WC029747,Jeans,Wide-Leg Jeans,Denim,Beige,XL,Autumn,Business Casual,52.21,0,3.9,7,16,165,0.12
WC029748,Jumpsuits,Romper,Cotton,Navy,XL,Spring,Streetwear,53.15,0,0.0,0,40,12,0.09
WC029749,Coats,Trench Coat,Cotton,Black,S,Winter,Bohemian,122.93,0,4.3,1,0,13,0.07
WC029750,Dresses,Wrap Dress,Polyester Blend,Red,M,Spring,Business Casual,68.22,30,4.1,3,16,42,0.12
WC029751,Blouses,Peplum Blouse,Cotton Blend,Gray,S,Winter,Formal,46.27,15,0.0,0,48,60,0.07
WC029752,Trousers,Straight Trousers,Viscose,Beige,M,Spring,Business Casual,63.06,0,5.0,1,0,18,0.1
WC029753,Loungewear,Sleep Shirt,Linen,Beige,XL,Spring,Casual,79.17,20,0.0,0,54,9,0.08
WC029754,Tops,Bodysuit,Cotton,Navy,S,All Season,Elegant,46.92,0,0.0,0,61,8,0.1
WC029755,T-Shirts,Graphic T-Shirt,Cotton,Black,L,Summer,Casual,27.66,20,4.0,13,11,244,0.12
WC029756,Tops,Long Sleeve Top,Cotton Blend,Blue,XL,Winter,Minimalist,19.95,0,5.0,10,40,105,0.07
WC029757,Dresses,Wrap Dress,Cotton,Pink,S,Spring,Casual,99.2,50,5.0,30,12,333,0.1
WC029758,Tops,Crop Top,Cotton Blend,Purple,L,Spring,Formal,40.79,0,4.4,9,57,186,0.1
WC029759,Dresses,Maxi Dress,Cotton,Blue,XS,All Season,Casual,99.2,25,0.0,0,37,13,0.12
WC029760,Jeans,Straight Jeans,Denim,Brown,S,Winter,Formal,69.93,15,4.1,11,11,184,0.16
WC029761,Cardigans,Button-up Cardigan,Polyester Blend,Black,M,Spring,Streetwear,82.05,0,3.9,1,1,41,0.11
WC029762,Dresses,Bodycon Dress,Cotton,Red,XS,All Season,Business Casual,110.42,30,4.1,5,27,114,0.15
WC029763,Jumpsuits,Romper,Cotton,Red,L,Spring,Streetwear,45.12,0,0.0,0,26,2,0.12
WC029764,Tops,Long Sleeve Top,Cotton,White,S,All Season,Casual,35.6,0,0.0,0,4,3,0.09
WC029765,Jackets,Blazer,Denim,Navy,M,Autumn,Business Casual,105.9,0,4.2,16,38,343,0.12
WC029766,Dresses,Midi Dress,Cotton,Black,L,Spring,Minimalist,117.02,20,3.5,19,80,618,0.12
WC029767,Tops,Tank Top,Cotton Blend,Black,L,Winter,Streetwear,27.75,0,4.1,3,34,40,0.11
WC029768,Dresses,Shirt Dress,Cotton Blend,White,L,All Season,Casual,120.82,0,5.0,1,30,84,0.16
WC029769,Tops,Bodysuit,Cotton Blend,Blue,S,All Season,Formal,49.87,25,3.9,1,1,50,0.11
WC029770,Coats,Trench Coat,Wool,Navy,S,Winter,Formal,193.6,5,4.7,1,38,38,0.1
WC029771,Coats,Trench Coat,Wool,Red,S,Winter,Minimalist,208.42,15,4.1,138,86,1616,0.1
WC029772,Jumpsuits,Utility Jumpsuit,Viscose,Beige,M,All Season,Minimalist,40.81,0,4.6,11,30,241,0.07
WC029773,Tops,Long Sleeve Top,Cotton Blend,Black,XL,Summer,Business Casual,31.91,25,4.9,2,24,50,0.11
WC029774,Jeans,Straight Jeans,Denim,Black,M,Winter,Casual,91.85,15,5.0,1,51,48,0.13
WC029775,Loungewear,Lounge Set,Cotton,White,XS,Summer,Casual,63.93,0,4.9,7,44,538,0.1
WC029776,Jeans,Skinny Jeans,Denim,Brown,M,Winter,Minimalist,88.8,50,0.0,0,2,12,0.13
WC029777,Dresses,Maxi Dress,Polyester Blend,Gray,L,Winter,Streetwear,44.35,30,4.1,5,52,74,0.16
WC029778,Jeans,Bootcut Jeans,Denim,Brown,XL,Summer,Formal,70.18,15,3.7,10,18,126,0.12
WC029779,Cardigans,Button-up Cardigan,Polyester,Beige,S,Winter,Formal,93.74,30,4.5,5,47,97,0.11
WC029780,Loungewear,Lounge Set,Polyester,Beige,L,All Season,Casual,28.05,0,0.0,0,17,5,0.13
WC029781,Coats,Wool Coat,Wool,Red,XXL,Winter,Business Casual,159.48,20,4.3,15,8,176,0.07
WC029782,T-Shirts,Basic T-Shirt,Cotton,Pink,S,Spring,Casual,25.05,15,3.7,16,193,817,0.13
WC029783,Loungewear,Sweatpants,Cotton,Navy,M,Winter,Casual,53.25,5,4.8,6,6,126,0.12
WC029784,Jeans,Skinny Jeans,Denim,Gray,XS,Spring,Elegant,84.92,0,0.0,0,49,18,0.12
WC029785,Tops,Bodysuit,Cotton,Black,S,Winter,Streetwear,33.23,0,4.3,22,4,434,0.09
WC029786,Jeans,Skinny Jeans,Denim,Gray,S,Spring,Business Casual,42.21,0,3.4,22,25,330,0.17
WC029787,Tops,Tank Top,Cotton,Yellow,M,Winter,Casual,39.87,5,4.1,31,17,823,0.11
WC029788,Dresses,Shirt Dress,Cotton,White,M,Summer,Streetwear,45.17,0,0.0,0,9,9,0.13
WC029789,Loungewear,Sweatpants,Polyester,Brown,M,Winter,Casual,53.95,5,4.3,1,0,19,0.1
WC029790,Trousers,Straight Trousers,Linen,White,L,Summer,Minimalist,62.88,0,0.0,0,81,4,0.13
WC029791,Sets,Skirt Set,Polyester Blend,Red,M,Summer,Elegant,104.88,0,3.4,1,0,23,0.16
WC029792,Tops,Long Sleeve Top,Cotton Blend,Gray,L,All Season,Formal,37.07,0,4.4,3,62,224,0.1
WC029793,Coats,Long Coat,Wool,Blue,S,Winter,Elegant,227.63,50,0.0,0,79,4,0.09
WC029794,T-Shirts,Basic T-Shirt,Viscose,Navy,M,Summer,Casual,19.17,0,0.0,0,62,8,0.06
WC029795,Coats,Puffer Coat,Wool,Blue,L,Winter,Bohemian,203.06,0,4.4,4,95,45,0.1
WC029796,Blouses,Peplum Blouse,Cotton Blend,Purple,S,All Season,Business Casual,22.92,0,4.4,1,44,71,0.07
WC029797,Sets,Lounge Set,Linen,Blue,S,Summer,Elegant,71.34,25,4.5,91,3,968,0.13
WC029798,Jackets,Bomber Jacket,Leather,Beige,L,All Season,Casual,115.39,5,0.0,0,5,8,0.11
WC029799,Cardigans,Button-up Cardigan,Polyester,Pink,L,All Season,Elegant,37.71,0,4.1,2,0,49,0.09
WC029800,Jeans,Skinny Jeans,Denim,Gray,L,Summer,Minimalist,86.89,10,2.7,40,6,437,0.19
WC029801,Blouses,Button-Up Blouse,Cotton,White,XS,Summer,Minimalist,59.45,0,4.2,2,121,97,0.06
WC029802,T-Shirts,Graphic T-Shirt,Viscose,Blue,XL,Summer,Casual,26.06,0,3.0,31,35,338,0.15
WC029803,T-Shirts,Graphic T-Shirt,Viscose,Navy,M,Summer,Casual,27.11,15,4.6,1,61,51,0.07
WC029804,Jeans,Wide-Leg Jeans,Denim,Gray,M,Summer,Formal,94.76,30,0.0,0,0,1,0.16
WC029805,Sets,Skirt Set,Cotton,Blue,L,Summer,Minimalist,50.26,40,4.3,4,21,221,0.06
WC029806,Sweaters,Turtleneck,Polyester Blend,Gray,M,Winter,Casual,33.02,0,0.0,0,39,8,0.06
WC029807,Trousers,Straight Trousers,Cotton Blend,Blue,L,Autumn,Business Casual,30.84,20,3.9,2,63,24,0.12
WC029808,T-Shirts,Graphic T-Shirt,Cotton,Gray,M,Spring,Casual,16.5,10,3.9,6,27,83,0.1
WC029809,T-Shirts,V-Neck T-Shirt,Cotton Blend,Navy,M,Summer,Casual,32.76,0,0.0,0,15,7,0.09
WC029810,Dresses,Mini Dress,Polyester,Red,S,Autumn,Bohemian,34.72,0,4.1,2,4,48,0.12
WC029811,Dresses,Maxi Dress,Cotton Blend,Red,XS,Summer,Formal,134.47,0,0.0,0,17,27,0.11
WC029812,Dresses,Wrap Dress,Cotton,Beige,M,Winter,Casual,119.49,0,4.1,1,70,20,0.12
WC029813,Dresses,Mini Dress,Viscose,Navy,M,Autumn,Business Casual,101.22,25,3.2,12,18,317,0.21
WC029814,Blouses,Wrap Blouse,Cotton,Gray,XS,Autumn,Formal,50.85,5,4.5,37,5,595,0.08
WC029815,Dresses,Maxi Dress,Cotton,White,M,Summer,Bohemian,118.54,0,2.8,8,31,92,0.17
WC029816,Jeans,Wide-Leg Jeans,Denim,Navy,L,Winter,Casual,84.74,10,4.7,1,131,107,0.15
WC029817,Jackets,Blazer,Polyester,Beige,M,Spring,Streetwear,78.09,50,0.0,0,67,0,0.0
WC029818,Skirts,Maxi Skirt,Cotton,Brown,XS,Spring,Bohemian,57.2,0,5.0,6,19,121,0.08
WC029819,T-Shirts,V-Neck T-Shirt,Cotton,White,L,Summer,Casual,21.21,0,3.4,1,103,73,0.13
WC029820,Sweaters,Oversized Sweater,Wool,White,XXL,Autumn,Streetwear,79.19,10,3.7,1,65,20,0.12
WC029821,Jumpsuits,Evening Jumpsuit,Cotton Blend,Black,L,Spring,Elegant,110.32,10,3.8,11,31,140,0.12
WC029822,Loungewear,Sweatpants,Cotton Blend,Blue,L,Winter,Casual,51.58,30,2.6,1,6,20,0.13
WC029823,Trousers,Wide-Leg Trousers,Cotton Blend,Black,M,Autumn,Minimalist,80.98,0,4.2,4,0,246,0.06
WC029824,Dresses,Midi Dress,Viscose,Gray,L,Autumn,Casual,97.57,15,4.3,1,26,79,0.16
WC029825,Dresses,Wrap Dress,Polyester,White,XS,Spring,Elegant,146.32,0,3.9,10,18,159,0.11
WC029826,Coats,Trench Coat,Wool,Blue,S,Winter,Streetwear,177.22,0,0.0,0,18,11,0.12
WC029827,Dresses,Maxi Dress,Cotton Blend,Beige,M,Winter,Streetwear,102.48,15,4.0,2,24,81,0.13
WC029828,Jackets,Denim Jacket,Denim,Navy,L,Autumn,Casual,77.47,15,4.8,2,1,27,0.12
WC029829,Loungewear,Sweatpants,Polyester Blend,White,M,Autumn,Casual,47.31,0,4.5,23,24,316,0.11
WC029830,Loungewear,Sleep Shirt,Polyester Blend,White,XL,Winter,Casual,29.45,0,0.0,0,27,9,0.13
WC029831,Jumpsuits,Romper,Cotton,Gray,S,Spring,Bohemian,46.14,0,4.9,6,27,378,0.09
WC029832,Sweaters,Oversized Sweater,Wool,White,XS,Winter,Elegant,112.87,5,0.0,0,2,2,0.06
WC029833,Jeans,Bootcut Jeans,Denim,Navy,L,Winter,Streetwear,59.86,0,3.4,20,3,245,0.22
WC029834,Coats,Trench Coat,Wool,Beige,L,Winter,Formal,257.41,20,3.3,3,72,40,0.15
WC029835,T-Shirts,Graphic T-Shirt,Cotton,Blue,M,Summer,Casual,25.19,0,4.7,1,0,103,0.06
WC029836,Loungewear,Lounge Set,Cotton Blend,Yellow,L,Spring,Casual,64.76,5,0.0,0,16,3,0.07
WC029837,Sweaters,Turtleneck,Wool,Black,S,Winter,Business Casual,58.02,5,4.4,4,46,61,0.1
WC029838,Activewear,Sports Bra,Nylon,Red,M,All Season,Sporty,46.45,0,0.0,0,48,17,0.12
WC029839,Tops,Bodysuit,Viscose,White,L,Winter,Minimalist,29.78,0,4.2,5,81,123,0.12
WC029840,Activewear,Leggings,Nylon,Gray,M,All Season,Sporty,55.02,0,3.2,1,12,25,0.14
WC029841,Skirts,Midi Skirt,Linen,Gray,M,Summer,Formal,49.53,20,5.0,2,86,133,0.06
WC029842,T-Shirts,V-Neck T-Shirt,Viscose,Green,M,All Season,Casual,29.52,0,4.4,1,25,40,0.1
WC029843,Jumpsuits,Evening Jumpsuit,Polyester Blend,White,M,Summer,Streetwear,45.43,0,0.0,0,0,13,0.06
WC029844,Jeans,Wide-Leg Jeans,Denim,Gray,XL,Winter,Streetwear,62.99,0,4.2,35,162,473,0.11
WC029845,Dresses,Maxi Dress,Cotton Blend,Black,M,Spring,Business Casual,128.69,0,4.8,1,7,44,0.15
WC029846,Trousers,Straight Trousers,Cotton,Gray,M,Spring,Minimalist,37.48,0,3.5,88,42,1534,0.08
WC029847,Trousers,Cargo Pants,Cotton,White,M,All Season,Business Casual,42.39,20,0.0,0,24,10,0.07
WC029848,Blouses,Wrap Blouse,Linen,Black,S,Spring,Minimalist,63.56,25,3.9,1,1,23,0.08
WC029849,T-Shirts,Basic T-Shirt,Viscose,Red,XL,Summer,Casual,15.26,15,4.0,1,80,60,0.1
WC029850,Activewear,Sports Bra,Polyester,Gray,XS,Winter,Sporty,41.4,20,3.5,28,27,496,0.11
WC029851,Dresses,Mini Dress,Polyester,Navy,XL,Spring,Business Casual,75.19,0,4.7,1,8,101,0.12
WC029852,Activewear,Leggings,Polyester,Gray,S,Winter,Sporty,42.84,0,5.0,2,120,27,0.07
WC029853,Tops,Long Sleeve Top,Cotton,Black,L,Summer,Formal,41.36,5,4.6,5,32,119,0.07
WC029854,Dresses,Midi Dress,Cotton Blend,Navy,M,All Season,Streetwear,75.38,20,0.0,0,15,4,0.11
WC029855,Skirts,Mini Skirt,Viscose,Blue,XL,Autumn,Bohemian,38.92,0,4.0,6,40,130,0.13
WC029856,Sweaters,Oversized Sweater,Wool,White,XXL,Winter,Minimalist,34.18,0,4.3,7,11,100,0.12
WC029857,Activewear,Athletic Top,Nylon,White,XS,Spring,Sporty,51.08,15,0.0,0,25,33,0.07
WC029858,Trousers,Wide-Leg Trousers,Cotton,Black,S,All Season,Minimalist,60.65,15,3.4,84,15,2093,0.17
WC029859,Skirts,Maxi Skirt,Cotton Blend,White,L,Summer,Business Casual,25.69,5,4.1,17,5,439,0.11
WC029860,Activewear,Leggings,Nylon,Blue,L,Spring,Sporty,35.0,0,4.7,4,23,52,0.09
WC029861,Activewear,Leggings,Polyester Blend,Purple,S,Spring,Sporty,38.87,0,0.0,0,126,32,0.12
WC029862,Coats,Trench Coat,Wool,Gray,S,Winter,Streetwear,118.8,0,4.7,3,31,48,0.11
WC029863,T-Shirts,Basic T-Shirt,Cotton,White,M,Summer,Casual,18.42,10,4.4,5,17,107,0.11
WC029864,Cardigans,Cropped Cardigan,Cotton Blend,White,L,Autumn,Formal,96.11,0,4.9,1,15,13,0.11
WC029865,Dresses,Midi Dress,Cotton,Black,XXL,Autumn,Formal,108.24,0,0.0,0,39,3,0.14
WC029866,T-Shirts,V-Neck T-Shirt,Viscose,Pink,M,Summer,Casual,27.68,15,4.4,31,15,529,0.06
WC029867,Jeans,Straight Jeans,Denim,Beige,M,Summer,Streetwear,32.96,0,0.0,0,15,4,0.12
WC029868,Dresses,Shirt Dress,Cotton Blend,Beige,XS,All Season,Streetwear,54.19,25,4.9,11,29,142,0.12
WC029869,Jackets,Leather Jacket,Polyester,White,XS,Spring,Casual,67.71,0,4.4,1,10,73,0.08
WC029870,Dresses,Wrap Dress,Cotton,Black,L,All Season,Formal,93.46,0,4.7,1,14,23,0.14
WC029871,Activewear,Leggings,Polyester,Gray,L,Winter,Sporty,46.91,0,3.3,1,156,23,0.14
WC029872,Blouses,Wrap Blouse,Viscose,Black,M,Summer,Minimalist,30.21,0,4.5,3,51,118,0.12
WC029873,Activewear,Sports Bra,Polyester,White,XXL,All Season,Sporty,38.83,20,2.7,3,3,39,0.18
WC029874,Jackets,Bomber Jacket,Denim,Beige,M,Autumn,Casual,90.3,15,0.0,0,10,16,0.11
WC029875,Jeans,Bootcut Jeans,Denim,Pink,L,Summer,Casual,64.65,15,4.4,3,26,46,0.13
WC029876,Tops,Bodysuit,Cotton,Navy,M,Summer,Elegant,40.06,30,4.4,1,64,18,0.09
WC029877,Tops,Crop Top,Cotton Blend,Black,S,Summer,Business Casual,26.95,30,3.5,25,16,403,0.11
WC029878,Jeans,Bootcut Jeans,Denim,Brown,M,Spring,Minimalist,89.62,15,4.5,2,210,28,0.11
WC029879,Jeans,Skinny Jeans,Denim,Beige,XL,Summer,Business Casual,89.76,0,2.9,4,69,47,0.19
WC029880,Tops,Tank Top,Cotton,Gray,XL,Spring,Minimalist,43.6,0,3.5,7,64,301,0.07
WC029881,Blouses,Button-Up Blouse,Polyester,White,M,Autumn,Formal,57.54,15,5.0,3,6,140,0.08
WC029882,Trousers,Cargo Pants,Polyester Blend,Black,L,Spring,Minimalist,37.44,0,5.0,5,96,89,0.07
WC029883,Blouses,Wrap Blouse,Cotton,White,S,Spring,Business Casual,47.98,20,2.6,1,33,14,0.13
WC029884,Loungewear,Sweatpants,Cotton Blend,Beige,L,Spring,Casual,50.97,0,0.0,0,45,65,0.09
WC029885,Dresses,Mini Dress,Cotton Blend,Pink,M,Summer,Formal,148.45,5,0.0,0,3,15,0.14
WC029886,Trousers,Tailored Trousers,Cotton Blend,Beige,S,Autumn,Minimalist,71.59,0,5.0,15,107,274,0.06
WC029887,Tops,Crop Top,Cotton,Gray,L,Autumn,Streetwear,42.64,0,3.8,5,1,62,0.12
WC029888,Tops,Tank Top,Cotton,Blue,L,Spring,Bohemian,39.58,5,0.0,0,2,1,0.07
WC029889,Skirts,Maxi Skirt,Polyester,White,L,Spring,Formal,32.35,30,3.8,3,34,97,0.12
WC029890,Jeans,Straight Jeans,Denim,Green,M,All Season,Streetwear,35.08,10,0.0,0,10,4,0.11
WC029891,Activewear,Leggings,Nylon,Black,S,All Season,Sporty,62.81,0,4.6,1,12,70,0.11
WC029892,Loungewear,Lounge Set,Polyester,Beige,XXL,All Season,Casual,36.29,25,0.0,0,1,2,0.12
WC029893,Tops,Bodysuit,Cotton Blend,Black,XL,Summer,Casual,27.44,40,5.0,1,35,32,0.07
WC029894,Loungewear,Lounge Set,Viscose,Beige,S,Winter,Casual,57.61,0,4.7,6,23,121,0.09
WC029895,Dresses,Mini Dress,Viscose,Gray,L,Winter,Minimalist,73.39,20,4.7,8,7,288,0.13
WC029896,Tops,Bodysuit,Cotton,Black,L,Summer,Formal,18.03,20,4.4,1552,0,19255,0.1
WC029897,Tops,Tank Top,Cotton,Gray,L,Winter,Bohemian,16.42,0,4.3,8,16,158,0.08
WC029898,Sweaters,Knit Sweater,Wool,Brown,XL,Winter,Formal,80.18,0,0.0,0,19,1,0.06
WC029899,Dresses,Shirt Dress,Cotton,White,M,Summer,Streetwear,100.36,0,3.8,3,2,138,0.15
WC029900,Sets,Skirt Set,Viscose,Navy,L,All Season,Business Casual,49.16,0,3.4,22,42,243,0.18
WC029901,Skirts,Pleated Skirt,Viscose,Gray,XL,All Season,Minimalist,58.63,20,3.9,2,2,74,0.12
